TicketMiner Membership,Username,Password,Last Name,Concerts Purchased,Money Available,ID,First Name
true,danamiller,Fun!23,Miller,0,7356.2,841,Dana
true,philipzamora,Fun!23,Zamora,0,5372.83,156,Philip
true,crystalhudson,Fun!23,Hudson,0,10791.95,109,Crystal
true,michaelsmith,Fun!23,Smith,0,9721.19,180,Michael
false,brandonsmith,Fun!23,Smith,0,12464.43,444,Brandon
false,jameswatson,Fun!23,Watson,0,7071.52,915,James
true,philipholt,Fun!23,Holt,0,12888.94,848,Philip
false,kellybell,Fun!23,Bell,0,9087.96,479,Kelly
true,donnaallen,Fun!23,Allen,0,13345.35,206,Donna
true,josephrobinson,Fun!23,Robinson,0,10669.8,871,Joseph
true,daltonbryant,Fun!23,Bryant,0,8779.83,925,Dalton
true,jessicaolsen,Fun!23,Olsen,0,14251.8,537,Jessica
true,kennethsmith,Fun!23,Smith,0,11453.28,353,Kenneth
true,michealsanders,Fun!23,Sanders,0,11367.74,797,Micheal
true,davidharvey,Fun!23,Harvey,0,13783.78,600,David
false,aliciamoran,Fun!23,Moran,0,8575.18,815,Alicia
false,richardsullivan,Fun!23,Sullivan,0,13933,766,Richard
false,cruelladevil,Fun!23,DeVil,0,8604.17,22,Cruella
true,marthaperry,Fun!23,Perry,0,9440.66,554,Martha
true,darinbaker,Fun!23,Baker,0,13985.98,598,Darin
true,lauriemendoza,Fun!23,Mendoza,0,13229.99,769,Laurie
false,chipdisney,Fun!23,Disney,0,12001.22,6,Chip
true,austingriffin,Fun!23,Griffin,0,11928.32,105,Austin
true,ericramos,Fun!23,Ramos,0,6779.64,471,Eric
false,jenniferhernandez,Fun!23,Hernandez,0,12755.33,953,Jennifer
false,kylieking,Fun!23,King,0,14800.17,937,Kylie
true,arianalara,Fun!23,Lara,0,9207.07,225,Ariana
false,davidcosta,Fun!23,Costa,0,6527.56,578,David
true,chrisholden,Fun!23,Holden,0,5119.79,259,Chris
true,amandavang,Fun!23,Vang,0,14502.07,542,Amanda
true,tiffanydavis,Fun!23,Davis,0,13182.29,523,Tiffany
true,angelbarber,Fun!23,Barber,0,6707.98,494,Angel
true,jacobgonzalez,Fun!23,Gonzalez,0,14886.32,58,Jacob
false,ivanacedoaguilar,Fun!23,AcedoAguilar,0,5718.11,41,Ivan
false,courtneyjohnson,Fun!23,Johnson,0,5722.27,338,Courtney
false,chrisjones,Fun!23,Jones,0,13790.01,570,Chris
false,sethvelasco,Fun!23,Velasco,0,7877.12,89,Seth
false,robertpark,Fun!23,Park,0,11757.79,224,Robert
false,joshuabanks,Fun!23,Banks,0,13360.59,715,Joshua
false,scottbailey,Fun!23,Bailey,0,14729.19,635,Scott
false,seanhull,Fun!23,Hull,0,5067.73,405,Sean
true,jenniferevans,Fun!23,Evans,0,8318.41,767,Jennifer
true,carlosirwin,Fun!23,Irwin,0,13746.51,907,Carlos
true,christopherberry,Fun!23,Berry,0,9508.93,962,Christopher
false,michaelthomas,Fun!23,Thomas,0,14790.63,776,Michael
true,elizabethalvarez,Fun!23,Alvarez,0,6650.16,383,Elizabeth
false,zacharyellison,Fun!23,Ellison,0,7080,205,Zachary
false,erikalopez,Fun!23,Lopez,0,14968.3,622,Erika
true,danapark,Fun!23,Park,0,6837.64,922,Dana
false,nicholasjackson,Fun!23,Jackson,0,6953.17,669,Nicholas
true,alyssareese,Fun!23,Reese,0,5283.71,470,Alyssa
false,brandyvalenzuela,Fun!23,Valenzuela,0,8848.87,545,Brandy
false,pablomartinez,Fun!23,Martinez,0,5776.44,73,Pablo
true,darlenerussell,Fun!23,Russell,0,12218.7,536,Darlene
false,dominiquejohnson,Fun!23,Johnson,0,9601.5,65,Dominique
true,christophercontreras,Fun!23,Contreras,0,8034.63,98,Christopher
false,anthonymoore,Fun!23,Moore,0,6293.87,659,Anthony
false,renecervantez,Fun!23,Cervantez,0,5372.87,49,Rene
false,dianamatthews,Fun!23,Matthews,0,12413.25,562,Diana
true,jareddelosreyes,Fun!23,DeLosReyes,0,13743,52,Jared
true,suzannekennedy,Fun!23,Kennedy,0,7485.93,944,Suzanne
true,kellywilson,Fun!23,Wilson,0,7243.74,909,Kelly
false,angelcoronel,Fun!23,Coronel,0,14437.04,50,Angel
true,thomassanders,Fun!23,Sanders,0,14476.54,706,Thomas
true,paulfisher,Fun!23,Fisher,0,8696.71,231,Paul
false,ashleyjones,Fun!23,Jones,0,7730.51,242,Ashley
false,lisamiller,Fun!23,Miller,0,5253.97,678,Lisa
true,simbadisney,Fun!23,Disney,0,7408.95,12,Simba
true,jamiehernandez,Fun!23,Hernandez,0,8995.24,577,Jamie
true,robertpreston,Fun!23,Preston,0,11591.19,103,Robert
false,timothywagner,Fun!23,Wagner,0,14789.5,1025,Timothy
true,alexandrarobinson,Fun!23,Robinson,0,9656.89,292,Alexandra
false,lindarodriguez,Fun!23,Rodriguez,0,13831.73,680,Linda
false,douglasbryant,Fun!23,Bryant,0,14479.16,733,Douglas
false,kellyharris,Fun!23,Harris,0,8670.77,551,Kelly
true,michellerivera,Fun!23,Rivera,0,12251.97,780,Michelle
false,heidibarker,Fun!23,Barker,0,8489.48,354,Heidi
false,dakotaharper,Fun!23,Harper,0,14339.63,553,Dakota
true,jamespittman,Fun!23,Pittman,0,8057.34,176,James
true,jaredperry,Fun!23,Perry,0,13515.88,620,Jared
false,christopherdavis,Fun!23,Davis,0,11458.35,703,Christopher
true,isabellagaytan,Fun!23,Gaytan,0,8367.02,57,Isabella
true,andrewtorres,Fun!23,Torres,0,11116.7,583,Andrew
true,danawilliams,Fun!23,Williams,0,13580.08,93,Dana
false,martinedwards,Fun!23,Edwards,0,8114.91,568,Martin
false,perryhill,Fun!23,Hill,0,12994.54,697,Perry
true,johnblair,Fun!23,Blair,0,8032.8,700,John
false,kimberlyharris,Fun!23,Harris,0,6703.1,1031,Kimberly
false,robertalvarez,Fun!23,Alvarez,0,6363.1,43,Robert
false,melissarivera,Fun!23,Rivera,0,9868.97,325,Melissa
true,laurawilliams,Fun!23,Williams,0,12387.58,1007,Laura
false,brittanyandrews,Fun!23,Andrews,0,11431.11,94,Brittany
true,ashleymorales,Fun!23,Morales,0,10737.41,960,Ashley
true,margaretsmith,Fun!23,Smith,0,8063.81,519,Margaret
true,anitafletcher,Fun!23,Fletcher,0,14536.95,752,Anita
true,christopherunderwood,Fun!23,Underwood,0,10977.43,734,Christopher
true,evilqueen,Fun!23,Queen,0,5395.88,29,Evil
true,thomasking,Fun!23,King,0,13468.1,168,Thomas
true,christinacarter,Fun!23,Carter,0,6310.51,902,Christina
true,elizabethcastillo,Fun!23,Castillo,0,6836.67,805,Elizabeth
true,ryanwashington,Fun!23,Washington,0,13997.43,955,Ryan
true,michaelnunez,Fun!23,Nunez,0,14508.73,732,Michael
true,deborahscott,Fun!23,Scott,0,9712.14,455,Deborah
false,beckysimpson,Fun!23,Simpson,0,14183.53,957,Becky
false,beverlyjohnson,Fun!23,Johnson,0,8831.77,120,Beverly
true,susandavis,Fun!23,Davis,0,7955.55,294,Susan
true,gregorysullivan,Fun!23,Sullivan,0,7665.09,280,Gregory
true,elizabethtorres,Fun!23,Torres,0,10753.94,753,Elizabeth
false,marystevens,Fun!23,Stevens,0,8406.74,378,Mary
true,nathanthompson,Fun!23,Thompson,0,8814.22,726,Nathan
true,ericvazquez,Fun!23,Vazquez,0,11709.31,189,Eric
false,amyrodriguez,Fun!23,Rodriguez,0,8552.36,476,Amy
true,timothybernard,Fun!23,Bernard,0,13584.43,693,Timothy
false,brianhayes,Fun!23,Hayes,0,8827.61,343,Brian
true,kimbuckley,Fun!23,Buckley,0,14815.17,195,Kim
true,stevenhartman,Fun!23,Hartman,0,10980.62,660,Steven
false,anaandrade,Fun!23,Andrade,0,7020.19,940,Ana
true,alejandroramirez,Fun!23,Ramirez,0,7320.37,79,Alejandro
false,jessicalloyd,Fun!23,Lloyd,0,7031,827,Jessica
true,jacobwilliams,Fun!23,Williams,0,10325.35,385,Jacob
true,toddbrooks,Fun!23,Brooks,0,7031.82,143,Todd
false,monicacraig,Fun!23,Craig,0,6859.27,746,Monica
false,briancastillo,Fun!23,Castillo,0,6668.32,262,Brian
false,juliealexander,Fun!23,Alexander,0,9256.58,166,Julie
false,matthewkhan,Fun!23,Khan,0,14720.57,923,Matthew
true,markthompson,Fun!23,Thompson,0,14462.15,829,Mark
true,annmiller,Fun!23,Miller,0,8109.53,687,Ann
true,ambernguyen,Fun!23,Nguyen,0,10491.26,608,Amber
false,codyscott,Fun!23,Scott,0,5140.82,185,Cody
false,joshuahickman,Fun!23,Hickman,0,11674.45,724,Joshua
true,christophercraig,Fun!23,Craig,0,8386,576,Christopher
false,davidthomas,Fun!23,Thomas,0,14988.61,265,David
false,kellyyu,Fun!23,Yu,0,7301.59,222,Kelly
false,danielmejia,Fun!23,Mejia,0,6232.57,37,Daniel
true,markramos,Fun!23,Ramos,0,10615.57,188,Mark
false,goofydisney,Fun!23,Disney,0,8804.58,4,Goofy
true,samuelharrington,Fun!23,Harrington,0,7106.61,174,Samuel
false,jeffreygonzalez,Fun!23,Gonzalez,0,7405.84,373,Jeffrey
false,jeremyfoster,Fun!23,Foster,0,9032.71,762,Jeremy
false,wendystanton,Fun!23,Stanton,0,5556.67,467,Wendy
false,christopherjohnson,Fun!23,Johnson,0,10077.51,563,Christopher
true,angelawalker,Fun!23,Walker,0,12073.58,543,Angela
false,thomasbonilla,Fun!23,Bonilla,0,10576.54,477,Thomas
false,ricardorodriguez,Fun!23,Rodriguez,0,13774.11,406,Ricardo
true,jamesbrennan,Fun!23,Brennan,0,5683.42,595,James
true,wendyphillips,Fun!23,Phillips,0,6000.53,1030,Wendy
false,aladdindisney,Fun!23,Disney,0,13968.68,11,Aladdin
false,lindaalexander,Fun!23,Alexander,0,12227.57,458,Linda
false,amberconley,Fun!23,Conley,0,8122.69,943,Amber
true,alexisford,Fun!23,Ford,0,11483.28,251,Alexis
false,denisewilliams,Fun!23,Williams,0,11930.99,341,Denise
true,rubenedwards,Fun!23,Edwards,0,8199.36,401,Ruben
false,wendycampos,Fun!23,Campos,0,10365.44,514,Wendy
true,vincentharrison,Fun!23,Harrison,0,11545.09,961,Vincent
false,carolinetorres,Fun!23,Torres,0,6563.94,345,Caroline
false,matthewmason,Fun!23,Mason,0,5421.06,892,Matthew
false,joshuagomez,Fun!23,Gomez,0,8306.02,845,Joshua
true,emmapadilla,Fun!23,Padilla,0,11688.59,430,Emma
true,travisruiz,Fun!23,Ruiz,0,8168.88,377,Travis
false,barbaralove,Fun!23,Love,0,5607.96,896,Barbara
false,kevinharrison,Fun!23,Harrison,0,14667.56,857,Kevin
true,sarahmosley,Fun!23,Mosley,0,11330.42,350,Sarah
false,marygonzalez,Fun!23,Gonzalez,0,6645.55,686,Mary
true,natashawheeler,Fun!23,Wheeler,0,14762.95,369,Natasha
true,johndavis,Fun!23,Davis,0,14221.16,707,John
true,bryanwise,Fun!23,Wise,0,11229.81,870,Bryan
true,brookemaxwell,Fun!23,Maxwell,0,9704.46,1034,Brooke
true,josetoriano,Fun!23,Toriano,0,5009.04,85,Jose
false,jeffreyluna,Fun!23,Luna,0,14375.52,295,Jeffrey
false,christopherosborne,Fun!23,Osborne,0,9680.59,632,Christopher
false,davidgardner,Fun!23,Gardner,0,7658.37,145,David
false,brandywilkerson,Fun!23,Wilkerson,0,9058.79,768,Brandy
true,adambass,Fun!23,Bass,0,8891.86,417,Adam
false,sarahjones,Fun!23,Jones,0,14379.23,668,Sarah
true,shannonwhite,Fun!23,White,0,13613.03,601,Shannon
false,patrickhenderson,Fun!23,Henderson,0,11949.08,100,Patrick
false,danielledorsey,Fun!23,Dorsey,0,6514.22,505,Danielle
false,michaelwhite,Fun!23,White,0,5106.93,184,Michael
true,cynthiaellis,Fun!23,Ellis,0,7867.56,836,Cynthia
true,chelseaporter,Fun!23,Porter,0,8877.82,336,Chelsea
true,melissamcdonald,Fun!23,Mcdonald,0,7914.95,651,Melissa
false,christophercoleman,Fun!23,Coleman,0,11081.58,137,Christopher
false,amandabaker,Fun!23,Baker,0,9582.21,1037,Amanda
false,robertogutierrez,Fun!23,Gutierrez,0,6686.3,226,Roberto
true,hollydavidson,Fun!23,Davidson,0,7347,799,Holly
false,kaadisney,Fun!23,Disney,0,8650.61,28,Kaa
true,stephaniewilliams,Fun!23,Williams,0,11858.74,887,Stephanie
false,jonathanavalos,Fun!23,Avalos,0,8710.69,40,Jonathan
false,amybradley,Fun!23,Bradley,0,13191.4,308,Amy
true,alexandrasimpson,Fun!23,Simpson,0,5846.56,781,Alexandra
true,edwardjohnson,Fun!23,Johnson,0,11163.85,365,Edward
true,woodydisney,Fun!23,Disney,0,10721.37,16,Woody
true,sarahtaylor,Fun!23,Taylor,0,11519.81,928,Sarah
false,lindarobles,Fun!23,Robles,0,14012.72,607,Linda
true,brianrojas,Fun!23,Rojas,0,14298.42,757,Brian
false,scarlion,Fun!23,Lion,0,8817.66,23,Scar
true,anitastein,Fun!23,Stein,0,12088.94,404,Anita
false,chasemiller,Fun!23,Miller,0,5677.6,216,Chase
true,oliviarichardson,Fun!23,Richardson,0,10009.32,893,Olivia
false,ambersellers,Fun!23,Sellers,0,9953.41,488,Amber
true,jasmineramirez,Fun!23,Ramirez,0,10674.32,304,Jasmine
false,shanearnold,Fun!23,Arnold,0,6997.7,379,Shane
true,mindyross,Fun!23,Ross,0,7002.61,872,Mindy
true,jenniferschultz,Fun!23,Schultz,0,9392.59,671,Jennifer
true,marklamb,Fun!23,Lamb,0,6488.2,425,Mark
true,alyssasmith,Fun!23,Smith,0,9947.98,592,Alyssa
false,carmenhays,Fun!23,Hays,0,10726.27,720,Carmen
false,jenniferhuang,Fun!23,Huang,0,10959.48,903,Jennifer
false,joshuameadows,Fun!23,Meadows,0,6180.63,381,Joshua
false,jonathanmartinez,Fun!23,Martinez,0,8120.05,806,Jonathan
true,jennifercopeland,Fun!23,Copeland,0,7854.58,447,Jennifer
true,megannoble,Fun!23,Noble,0,6010.61,125,Megan
true,ryanbrown,Fun!23,Brown,0,9319.59,529,Ryan
true,brianjacobson,Fun!23,Jacobson,0,12131.84,319,Brian
false,aprillopez,Fun!23,Lopez,0,10138.21,914,April
false,sarawest,Fun!23,West,0,5317.48,981,Sara
true,brettwallace,Fun!23,Wallace,0,9523,880,Brett
true,cherylwilson,Fun!23,Wilson,0,10008.48,324,Cheryl
false,danielolson,Fun!23,Olson,0,13319.74,97,Daniel
true,jessicamartin,Fun!23,Martin,0,7954.91,254,Jessica
true,matthewperez,Fun!23,Perez,0,7364.73,289,Matthew
true,jeffray,Fun!23,Ray,0,10320.74,589,Jeff
true,kirstenrobinson,Fun!23,Robinson,0,5607.79,114,Kirsten
false,kaylasmith,Fun!23,Smith,0,13094.29,631,Kayla
true,joseevans,Fun!23,Evans,0,10388,489,Jose
true,johnblevins,Fun!23,Blevins,0,8131.53,691,John
false,kristyhoover,Fun!23,Hoover,0,14570.86,290,Kristy
true,donaldduck,Fun!23,Duck,0,10686.05,2,Donald
false,michaelprince,Fun!23,Prince,0,10058.6,830,Michael
true,keithortiz,Fun!23,Ortiz,0,8173.94,187,Keith
true,jeffreysloan,Fun!23,Sloan,0,14071.88,342,Jeffrey
true,jerrycurtis,Fun!23,Curtis,0,10573.55,134,Jerry
true,jessicaramirez,Fun!23,Ramirez,0,12760.54,644,Jessica
true,andreariley,Fun!23,Riley,0,10779.04,966,Andrea
false,loganpalmer,Fun!23,Palmer,0,12166.25,111,Logan
true,kennethhouse,Fun!23,House,0,13229.18,868,Kenneth
true,geraldbeltran,Fun!23,Beltran,0,11588.84,560,Gerald
true,alexisblack,Fun!23,Black,0,13394.33,771,Alexis
true,dorothycox,Fun!23,Cox,0,10466.93,244,Dorothy
false,susanhumphrey,Fun!23,Humphrey,0,10707.95,256,Susan
false,emilybrady,Fun!23,Brady,0,9504.5,438,Emily
true,mariowalker,Fun!23,Walker,0,14500.92,278,Mario
false,heathercunningham,Fun!23,Cunningham,0,7724.69,625,Heather
false,shannonbennett,Fun!23,Bennett,0,5701.86,273,Shannon
false,elizabethjackson,Fun!23,Jackson,0,6585.62,1005,Elizabeth
true,hollycruz,Fun!23,Cruz,0,6466.17,729,Holly
true,anthonysanchez,Fun!23,Sanchez,0,11818.95,167,Anthony
false,rosagonzalez,Fun!23,Gonzalez,0,12736.32,59,Rosa
false,michaelamiranda,Fun!23,Miranda,0,8106.18,507,Michaela
false,michelleray,Fun!23,Ray,0,12874.93,770,Michelle
true,brittanyrichard,Fun!23,Richard,0,10592.76,667,Brittany
false,kennethboyd,Fun!23,Boyd,0,8869.39,877,Kenneth
true,lawrencehenry,Fun!23,Henry,0,11288.76,664,Lawrence
true,crystaljohnson,Fun!23,Johnson,0,14293.49,329,Crystal
true,samanthathomas,Fun!23,Thomas,0,12928.23,436,Samantha
false,bryanfields,Fun!23,Fields,0,8840.34,775,Bryan
false,brittanynielsen,Fun!23,Nielsen,0,8075.01,497,Brittany
false,josephhanna,Fun!23,Hanna,0,11003.17,1003,Joseph
false,mariamitchell,Fun!23,Mitchell,0,11334.06,297,Maria
true,simbaking,Fun!23,King,0,11040.9,24,Simba
false,rachelhart,Fun!23,Hart,0,12717.45,765,Rachel
false,cynthiapowell,Fun!23,Powell,0,13083.42,587,Cynthia
false,zacharytran,Fun!23,Tran,0,6426.97,412,Zachary
false,terrencedixon,Fun!23,Dixon,0,11755.66,972,Terrence
true,daniellegardner,Fun!23,Gardner,0,11245.4,574,Danielle
true,derekmacias,Fun!23,Macias,0,5645.65,661,Derek
false,travisburton,Fun!23,Burton,0,9735.34,692,Travis
false,kimberlykline,Fun!23,Kline,0,5456.69,131,Kimberly
false,codyrobles,Fun!23,Robles,0,7151.63,719,Cody
true,nicoleharvey,Fun!23,Harvey,0,7318.67,288,Nicole
false,hollyschneider,Fun!23,Schneider,0,11276.44,647,Holly
false,markbutler,Fun!23,Butler,0,11473.3,1020,Mark
false,brayantlopez,Fun!23,Lopez,0,6424.08,67,Brayant
true,luissolomon,Fun!23,Solomon,0,12790.5,984,Luis
true,barbarajones,Fun!23,Jones,0,5849.86,469,Barbara
false,jamesmitchell,Fun!23,Mitchell,0,12265.62,1017,James
false,annadavis,Fun!23,Davis,0,5750.84,684,Anna
false,mollycohen,Fun!23,Cohen,0,11588.05,204,Molly
true,samanthahowell,Fun!23,Howell,0,5246.71,197,Samantha
true,jeffreyrodriguez,Fun!23,Rodriguez,0,10884.11,754,Jeffrey
true,barbararobertson,Fun!23,Robertson,0,13116.1,252,Barbara
false,sandrarogers,Fun!23,Rogers,0,6871.44,173,Sandra
false,michaeljohnson,Fun!23,Johnson,0,5119.04,985,Michael
true,johnhansen,Fun!23,Hansen,0,8127.95,973,John
false,jasonskinner,Fun!23,Skinner,0,13408.56,459,Jason
true,enriqueaguilar,Fun!23,Aguilar,0,8479.59,42,Enrique
true,ashleywilcox,Fun!23,Wilcox,0,9312.02,402,Ashley
false,monicasullivan,Fun!23,Sullivan,0,9994.29,983,Monica
true,soniadurham,Fun!23,Durham,0,13230.32,873,Sonia
true,carolyndunn,Fun!23,Dunn,0,10215.45,875,Carolyn
false,lisarobinson,Fun!23,Robinson,0,14560.07,538,Lisa
false,josesmith,Fun!23,Smith,0,7794.52,814,Jose
false,teresagardner,Fun!23,Gardner,0,7357.05,657,Teresa
true,buzzlightyear,Fun!23,Lightyear,0,9405.7,17,Buzz
true,rickparrish,Fun!23,Parrish,0,9708.52,609,Rick
true,deansmith,Fun!23,Smith,0,7648.96,375,Dean
true,cristianpedroza,Fun!23,Pedroza,0,7202.04,78,Cristian
false,robertwilson,Fun!23,Wilson,0,13845.2,358,Robert
true,dawnking,Fun!23,King,0,13861.61,282,Dawn
true,tonyaelliott,Fun!23,Elliott,0,5283.8,1019,Tonya
true,joannaknight,Fun!23,Knight,0,5741.61,648,Joanna
true,brianlopez,Fun!23,Lopez,0,8724.15,472,Brian
false,jerrygamble,Fun!23,Gamble,0,11117.19,739,Jerry
false,jenniferwilliams,Fun!23,Williams,0,12655.97,162,Jennifer
true,didiguillen,Fun!23,Guillen,0,7591.25,62,Didi
false,douglasmckay,Fun!23,Mckay,0,11185.88,971,Douglas
true,natalierichardson,Fun!23,Richardson,0,7255.76,621,Natalie
false,belledisney,Fun!23,Disney,0,14610.57,21,Belle
true,lorettaphillips,Fun!23,Phillips,0,10787.15,653,Loretta
true,aliciajenkins,Fun!23,Jenkins,0,7995.79,384,Alicia
false,lisastafford,Fun!23,Stafford,0,9292.76,376,Lisa
false,williamadkins,Fun!23,Adkins,0,9984.09,727,William
false,peggymurphy,Fun!23,Murphy,0,5065.19,364,Peggy
true,jerrysmith,Fun!23,Smith,0,12703.95,615,Jerry
false,carriebennett,Fun!23,Bennett,0,5888.58,368,Carrie
true,princeeric,Fun!23,Eric,0,5337,31,Prince
false,briangates,Fun!23,Gates,0,11658.43,602,Brian
false,erikcase,Fun!23,Case,0,10081.12,243,Erik
true,michaelflores,Fun!23,Flores,0,6230.61,763,Michael
true,elizabethcruz,Fun!23,Cruz,0,13998.31,422,Elizabeth
false,annrogers,Fun!23,Rogers,0,9560.63,819,Ann
false,johnmorris,Fun!23,Morris,0,6530.13,428,John
false,karlajohnson,Fun!23,Johnson,0,8142.3,171,Karla
true,tammymartinez,Fun!23,Martinez,0,6393.6,286,Tammy
true,colleenhall,Fun!23,Hall,0,14245.59,792,Colleen
false,huntermoore,Fun!23,Moore,0,5455.25,415,Hunter
false,lilodisney,Fun!23,Disney,0,6030.19,35,Lilo
false,allisoncross,Fun!23,Cross,0,6661.81,403,Allison
false,mistyjimenez,Fun!23,Jimenez,0,8272.57,569,Misty
false,andrewmarshall,Fun!23,Marshall,0,9316.5,616,Andrew
true,derekirwin,Fun!23,Irwin,0,8904.67,481,Derek
false,angelicabruce,Fun!23,Bruce,0,11096.26,269,Angelica
true,derrickgrant,Fun!23,Grant,0,10983.6,150,Derrick
false,deborahhunt,Fun!23,Hunt,0,6202.21,349,Deborah
true,garysmith,Fun!23,Smith,0,14267.65,705,Gary
false,jennifersmith,Fun!23,Smith,0,10624.8,599,Jennifer
true,jessedunn,Fun!23,Dunn,0,5956.98,889,Jesse
false,jeffreymarquez,Fun!23,Marquez,0,5206.47,245,Jeffrey
false,ronaldparker,Fun!23,Parker,0,7304.93,136,Ronald
true,monicadavenport,Fun!23,Davenport,0,13400.19,126,Monica
true,kylehodges,Fun!23,Hodges,0,11354.43,128,Kyle
false,andrewgarcia,Fun!23,Garcia,0,10594.79,175,Andrew
false,shellyjones,Fun!23,Jones,0,11960.29,1035,Shelly
true,valeriemoore,Fun!23,Moore,0,9869.53,348,Valerie
false,philipchaney,Fun!23,Chaney,0,9455,457,Philip
true,arturohernandez,Fun!23,Hernandez,0,6027.64,64,Arturo
true,christinajones,Fun!23,Jones,0,11624.64,591,Christina
true,kimcraig,Fun!23,Craig,0,9488.53,1016,Kim
true,bradleybeltran,Fun!23,Beltran,0,10783.82,46,Bradley
false,tomperez,Fun!23,Perez,0,7621.96,90,Tom
false,seanmedina,Fun!23,Medina,0,11273.59,141,Sean
false,randykeller,Fun!23,Keller,0,11895.08,423,Randy
true,courtneytran,Fun!23,Tran,0,5841.53,546,Courtney
true,michaelwilliamson,Fun!23,Williamson,0,10781.07,832,Michael
false,seansmith,Fun!23,Smith,0,13713.58,772,Sean
true,donaldtran,Fun!23,Tran,0,12315.41,638,Donald
true,georgeproctor,Fun!23,Proctor,0,10618.68,802,George
true,bryantluna,Fun!23,Luna,0,13986.91,69,Bryant
