ID, First Name, Last Name, Money Available, Events Purchased, TicketMiner Membership, Username, Password, Tickets Purchased, Transaction Count, 
147, Ashley, Evans, 11837.51, 3, true, ashleyevans, Fun!23, 14, 3, 
642, Nicholas, Copeland, 860.37, 3, true, nicholascopeland, Fun!23, 16, 3, 
837, Victoria, White, 274.35, 14, false, victoriawhite, Fun!23, 68, 14, 
387, Craig, Oconnell, 243.50, 3, true, craigoconnell, Fun!23, 16, 3, 
828, Julie, Shaw, 1602.88, 11, true, julieshaw, Fun!23, 45, 11, 
1034, Brooke, Maxwell, 7662.64, 8, true, brookemaxwell, Fun!23, 37, 8, 
149, Richard, Vargas, 2572.44, 4, false, richardvargas, Fun!23, 12, 4, 
938, Carol, Elliott, 4787.82, 3, false, carolelliott, Fun!23, 12, 3, 
232, Alexander, Kelly, 37.93, 12, false, alexanderkelly, Fun!23, 39, 12, 
189, Eric, Vazquez, 9279.04, 9, true, ericvazquez, Fun!23, 37, 9, 
458, Linda, Alexander, 7464.85, 7, false, lindaalexander, Fun!23, 26, 7, 
928, Sarah, Taylor, 2007.51, 11, true, sarahtaylor, Fun!23, 44, 11, 
736, Michael, Cowan, 13206.32, 4, false, michaelcowan, Fun!23, 21, 4, 
515, Bobby, Bennett, 2961.60, 3, false, bobbybennett, Fun!23, 9, 3, 
381, Joshua, Meadows, 5305.64, 6, false, joshuameadows, Fun!23, 23, 6, 
35, Lilo, Disney, 5347.34, 3, false, lilodisney, Fun!23, 12, 3, 
109, Crystal, Hudson, 1231.02, 9, true, crystalhudson, Fun!23, 37, 9, 
478, Wesley, Lambert, 5241.94, 9, true, wesleylambert, Fun!23, 28, 9, 
735, Kimberly, Roberts, 8666.53, 8, true, kimberlyroberts, Fun!23, 35, 8, 
384, Alicia, Jenkins, 6908.68, 8, true, aliciajenkins, Fun!23, 33, 8, 
799, Holly, Davidson, 6662.20, 6, true, hollydavidson, Fun!23, 21, 6, 
724, Joshua, Hickman, 2170.69, 7, false, joshuahickman, Fun!23, 30, 7, 
64, Arturo, Hernandez, 73.77, 6, true, arturohernandez, Fun!23, 16, 6, 
870, Bryan, Wise, 1558.75, 8, true, bryanwise, Fun!23, 30, 8, 
537, Jessica, Olsen, 13057.59, 6, true, jessicaolsen, Fun!23, 28, 6, 
595, James, Brennan, 2618.03, 7, true, jamesbrennan, Fun!23, 27, 7, 
124, Brian, Andrews, 1312.99, 7, false, brianandrews, Fun!23, 33, 7, 
895, Amy, Morse, 5353.07, 10, true, amymorse, Fun!23, 42, 10, 
244, Dorothy, Cox, 9791.51, 5, true, dorothycox, Fun!23, 21, 5, 
280, Gregory, Sullivan, 1251.14, 3, true, gregorysullivan, Fun!23, 10, 3, 
611, Darren, Gibbs, 871.04, 7, true, darrengibbs, Fun!23, 24, 7, 
429, Jill, Solis, 3107.46, 7, true, jillsolis, Fun!23, 30, 7, 
974, Jerry, Rodriguez, 7781.48, 5, false, jerryrodriguez, Fun!23, 22, 5, 
789, Hector, Whitney, 3011.37, 8, false, hectorwhitney, Fun!23, 37, 8, 
565, Corey, Wilson, 1390.47, 12, false, coreywilson, Fun!23, 44, 12, 
531, Alexander, Carter, 3785.41, 3, true, alexandercarter, Fun!23, 13, 3, 
236, Andrew, Campos, 1092.51, 8, true, andrewcampos, Fun!23, 26, 8, 
787, Kathy, Smith, 6711.70, 11, false, kathysmith, Fun!23, 48, 11, 
702, Wesley, Williamson, 5599.79, 6, false, wesleywilliamson, Fun!23, 20, 6, 
393, Tanya, Kent, 8734.98, 3, true, tanyakent, Fun!23, 13, 3, 
978, Anthony, Byrd, 1147.76, 5, true, anthonybyrd, Fun!23, 16, 5, 
1012, Carlos, Lynch, 4033.80, 9, true, carloslynch, Fun!23, 29, 9, 
490, Jessica, Anderson, 619.52, 13, true, jessicaanderson, Fun!23, 47, 13, 
462, Alexandra, Fox, 8567.60, 5, true, alexandrafox, Fun!23, 20, 5, 
719, Cody, Robles, 5107.70, 11, false, codyrobles, Fun!23, 44, 11, 
57, Isabella, Gaytan, 3994.19, 6, true, isabellagaytan, Fun!23, 19, 6, 
547, Ryan, Bowman, 5408.66, 10, true, ryanbowman, Fun!23, 36, 10, 
911, Deanna, Cummings, 3876.50, 4, false, deannacummings, Fun!23, 14, 4, 
205, Zachary, Ellison, 652.47, 6, false, zacharyellison, Fun!23, 22, 6, 
951, Mitchell, Gross, 13129.86, 3, false, mitchellgross, Fun!23, 13, 3, 
49, Rene, Cervantez, 4926.17, 5, false, renecervantez, Fun!23, 17, 5, 
937, Kylie, King, 694.51, 13, false, kylieking, Fun!23, 57, 13, 
773, Elizabeth, Dominguez, 6668.43, 9, true, elizabethdominguez, Fun!23, 30, 9, 
682, Sarah, Griffin, 1513.33, 6, false, sarahgriffin, Fun!23, 21, 6, 
87, Maximiliano, Uribe, 5327.01, 7, true, maximilianouribe, Fun!23, 25, 7, 
563, Christopher, Johnson, 1676.19, 6, false, christopherjohnson, Fun!23, 17, 6, 
610, Edward, Molina, 4923.12, 7, true, edwardmolina, Fun!23, 25, 7, 
1003, Joseph, Hanna, 2413.69, 6, false, josephhanna, Fun!23, 26, 6, 
883, Mark, Washington, 1781.44, 8, true, markwashington, Fun!23, 30, 8, 
945, Brett, Mathis, 6740.45, 6, true, brettmathis, Fun!23, 28, 6, 
362, Kevin, Swanson, 13340.31, 6, false, kevinswanson, Fun!23, 24, 6, 
83, Andy, Segura, 7133.72, 6, false, andysegura, Fun!23, 22, 6, 
686, Mary, Gonzalez, 5592.06, 10, false, marygonzalez, Fun!23, 44, 10, 
276, Michael, Williams, 14204.38, 2, true, michaelwilliams, Fun!23, 7, 2, 
629, Colleen, Sanchez, 3503.17, 12, false, colleensanchez, Fun!23, 46, 12, 
308, Amy, Bradley, 699.40, 7, false, amybradley, Fun!23, 25, 7, 
1031, Kimberly, Harris, 1325.88, 11, false, kimberlyharris, Fun!23, 39, 11, 
385, Jacob, Williams, 8366.34, 6, true, jacobwilliams, Fun!23, 23, 6, 
89, Seth, Velasco, 6723.66, 5, false, sethvelasco, Fun!23, 21, 5, 
327, Jason, Wolfe, 4952.37, 4, true, jasonwolfe, Fun!23, 20, 4, 
18, Jafar, Aladdin, 766.43, 8, false, jafaraladdin, Fun!23, 29, 8, 
117, Crystal, Walker, 2662.57, 3, false, crystalwalker, Fun!23, 13, 3, 
457, Philip, Chaney, 8473.45, 5, false, philipchaney, Fun!23, 24, 5, 
314, Lisa, Gaines, 4701.71, 6, false, lisagaines, Fun!23, 24, 6, 
150, Derrick, Grant, 3198.88, 5, true, derrickgrant, Fun!23, 15, 5, 
869, Wendy, Montoya, 11699.09, 7, true, wendymontoya, Fun!23, 29, 7, 
704, Leonard, King, 4333.17, 4, false, leonardking, Fun!23, 18, 4, 
880, Brett, Wallace, 8788.52, 7, true, brettwallace, Fun!23, 24, 7, 
81, Alan, Robles, 2391.66, 9, false, alanrobles, Fun!23, 36, 9, 
792, Colleen, Hall, 11212.31, 8, true, colleenhall, Fun!23, 37, 8, 
400, Michael, Castillo, 3026.38, 4, false, michaelcastillo, Fun!23, 20, 4, 
944, Suzanne, Kennedy, 6545.50, 8, true, suzannekennedy, Fun!23, 33, 8, 
240, Kaylee, Patterson, 7199.48, 9, true, kayleepatterson, Fun!23, 37, 9, 
9, Ariel, Disney, 4253.69, 5, true, arieldisney, Fun!23, 23, 5, 
914, April, Lopez, 2973.11, 5, false, aprillopez, Fun!23, 17, 5, 
766, Richard, Sullivan, 9953.05, 7, false, richardsullivan, Fun!23, 31, 7, 
802, George, Proctor, 859.60, 5, true, georgeproctor, Fun!23, 22, 5, 
383, Elizabeth, Alvarez, 2157.21, 5, true, elizabethalvarez, Fun!23, 22, 5, 
143, Todd, Brooks, 3129.81, 8, true, toddbrooks, Fun!23, 35, 8, 
606, Sarah, Cline, 7464.77, 4, true, sarahcline, Fun!23, 16, 4, 
757, Brian, Rojas, 11004.30, 13, true, brianrojas, Fun!23, 47, 13, 
282, Dawn, King, 7156.79, 8, true, dawnking, Fun!23, 32, 8, 
85, Jose, Toriano, 2749.25, 12, true, josetoriano, Fun!23, 46, 12, 
737, Michael, Mccormick, 3623.75, 5, true, michaelmccormick, Fun!23, 18, 5, 
570, Chris, Jones, 13323.83, 4, false, chrisjones, Fun!23, 19, 4, 
513, Jennifer, Mills, 42.85, 6, false, jennifermills, Fun!23, 30, 6, 
612, Andrew, Mcclure, 1174.36, 8, false, andrewmcclure, Fun!23, 34, 8, 
684, Anna, Davis, 4375.67, 10, false, annadavis, Fun!23, 38, 10, 
277, Susan, Garcia, 9951.04, 9, false, susangarcia, Fun!23, 35, 9, 
843, Linda, Miller, 3457.99, 5, true, lindamiller, Fun!23, 21, 5, 
309, Denise, Morales, 3138.40, 10, false, denisemorales, Fun!23, 34, 10, 
146, Rachel, Vasquez, 2521.91, 5, true, rachelvasquez, Fun!23, 23, 5, 
560, Gerald, Beltran, 10526.26, 8, true, geraldbeltran, Fun!23, 38, 8, 
451, Jerry, Hampton, 128.37, 10, false, jerryhampton, Fun!23, 39, 10, 
247, Christopher, Wright, 13530.18, 7, false, christopherwright, Fun!23, 28, 7, 
5, Pluto, Disney, 2075.60, 8, false, plutodisney, Fun!23, 29, 8, 
242, Ashley, Jones, 1140.20, 9, false, ashleyjones, Fun!23, 31, 9, 
939, Elizabeth, Rodriguez, 1500.56, 7, true, elizabethrodriguez, Fun!23, 30, 7, 
679, Tyrone, Johnston, 4439.42, 5, false, tyronejohnston, Fun!23, 16, 5, 
814, Jose, Smith, 2869.62, 4, false, josesmith, Fun!23, 15, 4, 
6, Chip, Disney, 7495.80, 9, false, chipdisney, Fun!23, 36, 9, 
73, Pablo, Martinez, 4839.53, 8, false, pablomartinez, Fun!23, 37, 8, 
352, Lisa, Brown, 7933.84, 5, false, lisabrown, Fun!23, 26, 5, 
171, Karla, Johnson, 4530.01, 7, false, karlajohnson, Fun!23, 19, 7, 
577, Jamie, Hernandez, 8133.45, 6, true, jamiehernandez, Fun!23, 24, 6, 
168, Thomas, King, 9694.12, 7, true, thomasking, Fun!23, 28, 7, 
440, Steven, Cabrera, 9261.03, 4, true, stevencabrera, Fun!23, 16, 4, 
981, Sara, West, 1731.74, 7, false, sarawest, Fun!23, 28, 7, 
645, Matthew, Gonzalez, 3391.94, 8, true, matthewgonzalez, Fun!23, 32, 8, 
776, Michael, Thomas, 493.66, 10, false, michaelthomas, Fun!23, 38, 10, 
591, Christina, Jones, 10033.10, 7, true, christinajones, Fun!23, 31, 7, 
1021, Bryan, Massey, 8267.21, 7, true, bryanmassey, Fun!23, 25, 7, 
516, Michael, Adams, 10233.00, 4, false, michaeladams, Fun!23, 16, 4, 
666, Lori, Hall, 11033.18, 6, false, lorihall, Fun!23, 23, 6, 
1032, Angela, English, 3465.28, 6, true, angelaenglish, Fun!23, 22, 6, 
214, Bridget, Wagner, 4218.43, 5, false, bridgetwagner, Fun!23, 18, 5, 
136, Ronald, Parker, 5936.54, 6, false, ronaldparker, Fun!23, 22, 6, 
982, Jennifer, Preston, 1659.33, 4, false, jenniferpreston, Fun!23, 15, 4, 
539, Michael, Martinez, 3447.87, 5, true, michaelmartinez, Fun!23, 24, 5, 
110, Travis, Mcdonald, 4699.61, 5, true, travismcdonald, Fun!23, 15, 5, 
746, Monica, Craig, 2661.93, 15, false, monicacraig, Fun!23, 60, 15, 
772, Sean, Smith, 10637.21, 7, false, seansmith, Fun!23, 26, 7, 
411, Rachel, Roberson, 2207.21, 5, false, rachelroberson, Fun!23, 24, 5, 
529, Ryan, Brown, 4501.04, 9, true, ryanbrown, Fun!23, 42, 9, 
185, Cody, Scott, 1650.14, 6, false, codyscott, Fun!23, 26, 6, 
332, Alexander, Cameron, 7141.54, 6, false, alexandercameron, Fun!23, 27, 6, 
618, Tyler, Baxter, 4437.36, 9, true, tylerbaxter, Fun!23, 44, 9, 
325, Melissa, Rivera, 8515.15, 8, false, melissarivera, Fun!23, 35, 8, 
753, Elizabeth, Torres, 3882.73, 7, true, elizabethtorres, Fun!23, 26, 7, 
832, Michael, Williamson, 1369.88, 5, true, michaelwilliamson, Fun!23, 17, 5, 
633, Mercedes, Nichols, 10540.18, 9, true, mercedesnichols, Fun!23, 33, 9, 
750, Nicole, Hart, 5964.04, 3, true, nicolehart, Fun!23, 9, 3, 
3, Minnie, Mouse, 3619.94, 5, false, minniemouse, Fun!23, 22, 5, 
669, Nicholas, Jackson, 4355.34, 11, false, nicholasjackson, Fun!23, 48, 11, 
806, Jonathan, Martinez, 7148.39, 7, false, jonathanmartinez, Fun!23, 27, 7, 
380, Teresa, Jacobs, 7282.48, 6, false, teresajacobs, Fun!23, 29, 6, 
790, Timothy, Johnson, 1454.52, 9, true, timothyjohnson, Fun!23, 28, 9, 
672, Ashley, Walker, 5971.03, 10, false, ashleywalker, Fun!23, 46, 10, 
693, Timothy, Bernard, 7015.95, 14, true, timothybernard, Fun!23, 56, 14, 
885, Kelly, Herring, 5727.54, 6, true, kellyherring, Fun!23, 24, 6, 
734, Christopher, Underwood, 10215.73, 6, true, christopherunderwood, Fun!23, 20, 6, 
392, Donna, Travis, 5679.96, 7, false, donnatravis, Fun!23, 28, 7, 
179, Richard, Brown, 6866.63, 4, false, richardbrown, Fun!23, 19, 4, 
886, Joseph, Davis, 9254.24, 8, true, josephdavis, Fun!23, 31, 8, 
337, Emma, Armstrong, 6330.64, 4, false, emmaarmstrong, Fun!23, 15, 4, 
826, Crystal, Hayes, 12685.08, 12, false, crystalhayes, Fun!23, 47, 12, 
259, Chris, Holden, 4803.80, 6, true, chrisholden, Fun!23, 18, 6, 
102, Katherine, Evans, 4480.60, 4, true, katherineevans, Fun!23, 19, 4, 
957, Becky, Simpson, 6343.68, 6, false, beckysimpson, Fun!23, 27, 6, 
519, Margaret, Smith, 4600.89, 7, true, margaretsmith, Fun!23, 37, 7, 
809, Emily, Estes, 7587.17, 7, true, emilyestes, Fun!23, 32, 7, 
745, Jared, Scott, 81.22, 5, true, jaredscott, Fun!23, 25, 5, 
868, Kenneth, House, 10593.09, 8, true, kennethhouse, Fun!23, 36, 8, 
887, Stephanie, Williams, 2564.85, 8, true, stephaniewilliams, Fun!23, 31, 8, 
906, Anthony, Kramer, 7751.49, 11, true, anthonykramer, Fun!23, 46, 11, 
343, Brian, Hayes, 8322.94, 5, false, brianhayes, Fun!23, 16, 5, 
824, James, Simpson, 9897.90, 6, true, jamessimpson, Fun!23, 19, 6, 
711, Teresa, Stewart, 10296.64, 5, true, teresastewart, Fun!23, 17, 5, 
208, Shirley, Foster, 10500.66, 5, false, shirleyfoster, Fun!23, 25, 5, 
1005, Elizabeth, Jackson, 6249.50, 4, false, elizabethjackson, Fun!23, 11, 4, 
636, Crystal, Young, 7000.96, 12, true, crystalyoung, Fun!23, 42, 12, 
840, Victor, Anderson, 8975.94, 1, true, victoranderson, Fun!23, 2, 1, 
761, Sara, Fox, 12476.96, 8, false, sarafox, Fun!23, 31, 8, 
697, Perry, Hill, 8020.72, 9, false, perryhill, Fun!23, 33, 9, 
926, Ruth, Ponce, 4810.89, 9, false, ruthponce, Fun!23, 37, 9, 
133, Daniel, Hampton, 4478.23, 8, false, danielhampton, Fun!23, 25, 8, 
783, Keith, Christensen, 4542.98, 10, false, keithchristensen, Fun!23, 36, 10, 
871, Joseph, Robinson, 507.78, 7, true, josephrobinson, Fun!23, 25, 7, 
909, Kelly, Wilson, 4808.62, 4, true, kellywilson, Fun!23, 13, 4, 
378, Mary, Stevens, 7543.56, 6, false, marystevens, Fun!23, 23, 6, 
782, Richard, Paul, 11268.69, 5, false, richardpaul, Fun!23, 20, 5, 
260, Matthew, Erickson, 6464.80, 3, false, matthewerickson, Fun!23, 10, 3, 
54, Menda, Dorji, 6166.05, 10, false, mendadorji, Fun!23, 35, 10, 
213, Susan, Alvarez, 1972.15, 8, true, susanalvarez, Fun!23, 32, 8, 
193, Olivia, Romero, 6719.46, 6, true, oliviaromero, Fun!23, 26, 6, 
921, Gregory, Short, 10951.85, 3, true, gregoryshort, Fun!23, 11, 3, 
351, Donald, Haynes, 2925.61, 9, true, donaldhaynes, Fun!23, 34, 9, 
847, Amy, Parsons, 9445.01, 8, false, amyparsons, Fun!23, 31, 8, 
394, Keith, Ellis, 1064.08, 6, true, keithellis, Fun!23, 21, 6, 
347, Christina, Wheeler, 189.85, 1, true, christinawheeler, Fun!23, 6, 1, 
119, Brittany, Hawkins, 7922.92, 7, true, brittanyhawkins, Fun!23, 27, 7, 
356, Elizabeth, Cordova, 10410.91, 7, false, elizabethcordova, Fun!23, 27, 7, 
16, Woody, Disney, 953.12, 11, true, woodydisney, Fun!23, 45, 11, 
473, Angela, Mcintyre, 2665.62, 7, false, angelamcintyre, Fun!23, 27, 7, 
199, James, Nolan, 4360.23, 5, true, jamesnolan, Fun!23, 27, 5, 
569, Misty, Jimenez, 7717.35, 5, false, mistyjimenez, Fun!23, 15, 5, 
857, Kevin, Harrison, 13600.64, 7, false, kevinharrison, Fun!23, 27, 7, 
862, Mark, Gonzalez, 952.96, 6, false, markgonzalez, Fun!23, 20, 6, 
715, Joshua, Banks, 2164.28, 11, false, joshuabanks, Fun!23, 49, 11, 
680, Linda, Rodriguez, 11910.35, 4, false, lindarodriguez, Fun!23, 18, 4, 
634, Beth, Sharp, 11988.58, 8, true, bethsharp, Fun!23, 25, 8, 
340, Ricky, Thompson, 7538.27, 9, false, rickythompson, Fun!23, 39, 9, 
108, Chelsea, Gallagher, 3408.07, 11, false, chelseagallagher, Fun!23, 44, 11, 
520, Michael, Morton, 12267.97, 8, false, michaelmorton, Fun!23, 33, 8, 
692, Travis, Burton, 9266.07, 3, false, travisburton, Fun!23, 16, 3, 
359, Amber, Brown, 9565.02, 6, false, amberbrown, Fun!23, 27, 6, 
437, Patrick, Larsen, 10234.52, 8, true, patricklarsen, Fun!23, 32, 8, 
823, Joseph, Fritz, 6009.79, 6, true, josephfritz, Fun!23, 24, 6, 
621, Natalie, Richardson, 6554.62, 6, true, natalierichardson, Fun!23, 24, 6, 
620, Jared, Perry, 8526.45, 8, true, jaredperry, Fun!23, 27, 8, 
882, Christina, Villanueva, 6560.68, 5, true, christinavillanueva, Fun!23, 18, 5, 
19, Ursela, Mermaid, 21.90, 12, true, urselamermaid, Fun!23, 51, 12, 
740, Henry, Salazar, 10637.82, 7, false, henrysalazar, Fun!23, 29, 7, 
495, Darlene, Shaw, 8336.38, 5, true, darleneshaw, Fun!23, 19, 5, 
200, Sharon, Miller, 9707.80, 10, false, sharonmiller, Fun!23, 43, 10, 
503, Debra, Blackwell, 9337.87, 8, false, debrablackwell, Fun!23, 31, 8, 
59, Rosa, Gonzalez, 9920.95, 7, false, rosagonzalez, Fun!23, 37, 7, 
853, Nicholas, Smith, 9843.53, 2, false, nicholassmith, Fun!23, 7, 2, 
730, John, Jones, 4436.62, 6, true, johnjones, Fun!23, 23, 6, 
902, Christina, Carter, 5458.03, 8, true, christinacarter, Fun!23, 33, 8, 
449, Gerald, Baker, 10595.23, 8, true, geraldbaker, Fun!23, 27, 8, 
784, Patrick, Bennett, 1972.75, 10, true, patrickbennett, Fun!23, 36, 10, 
677, Jason, Lee, 6140.81, 7, false, jasonlee, Fun!23, 27, 7, 
593, Anthony, Brooks, 11177.99, 4, true, anthonybrooks, Fun!23, 17, 4, 
453, Michelle, Sexton, 8084.59, 7, true, michellesexton, Fun!23, 28, 7, 
608, Amber, Nguyen, 4361.88, 6, true, ambernguyen, Fun!23, 19, 6, 
353, Kenneth, Smith, 2217.42, 10, true, kennethsmith, Fun!23, 41, 10, 
8, Cinderella, Disney, 5278.86, 3, true, cinderelladisney, Fun!23, 13, 3, 
316, Brenda, Douglas, 6284.72, 9, false, brendadouglas, Fun!23, 35, 9, 
68, Esteban, LozanoLopez, 2141.45, 7, false, estebanlozanolopez, Fun!23, 26, 7, 
281, Lauren, Hall, 6997.24, 15, true, laurenhall, Fun!23, 64, 15, 
107, Theresa, Obrien, 2269.81, 7, true, theresaobrien, Fun!23, 30, 7, 
574, Danielle, Gardner, 2989.58, 6, true, daniellegardner, Fun!23, 32, 6, 
813, Brandi, Daniel, 6002.17, 6, false, brandidaniel, Fun!23, 23, 6, 
390, Norman, Freeman, 587.37, 9, false, normanfreeman, Fun!23, 32, 9, 
177, Shannon, Holden, 12291.40, 8, true, shannonholden, Fun!23, 30, 8, 
487, Steven, Owens, 2964.40, 5, true, stevenowens, Fun!23, 21, 5, 
190, James, Hammond, 1764.31, 12, true, jameshammond, Fun!23, 51, 12, 
641, Krista, Lambert, 3298.46, 9, false, kristalambert, Fun!23, 36, 9, 
174, Samuel, Harrington, 2346.90, 7, true, samuelharrington, Fun!23, 29, 7, 
542, Amanda, Vang, 869.99, 14, true, amandavang, Fun!23, 53, 14, 
416, Nicole, Johnson, 11887.22, 8, true, nicolejohnson, Fun!23, 26, 8, 
559, Jake, Mitchell, 3823.25, 10, true, jakemitchell, Fun!23, 43, 10, 
759, Tiffany, Jones, 2529.26, 6, false, tiffanyjones, Fun!23, 23, 6, 
319, Brian, Jacobson, 8609.87, 9, true, brianjacobson, Fun!23, 34, 9, 
364, Peggy, Murphy, 3281.17, 7, false, peggymurphy, Fun!23, 29, 7, 
980, Mariah, Black, 3618.63, 13, true, mariahblack, Fun!23, 60, 13, 
663, Scott, Dunn, 6655.72, 7, true, scottdunn, Fun!23, 32, 7, 
210, Brian, Jensen, 3127.21, 7, true, brianjensen, Fun!23, 31, 7, 
404, Anita, Stein, 11658.64, 4, true, anitastein, Fun!23, 17, 4, 
830, Michael, Prince, 5645.36, 6, false, michaelprince, Fun!23, 17, 6, 
436, Samantha, Thomas, 11765.19, 5, true, samanthathomas, Fun!23, 20, 5, 
878, Jennifer, Davidson, 12300.57, 7, true, jenniferdavidson, Fun!23, 25, 7, 
39, Diana, Garcia, 14552.84, 3, true, dianagarcia, Fun!23, 9, 3, 
114, Kirsten, Robinson, 3966.99, 11, true, kirstenrobinson, Fun!23, 45, 11, 
218, Cesar, Jones, 7623.86, 11, false, cesarjones, Fun!23, 47, 11, 
161, Lauren, Neal, 6207.66, 6, false, laurenneal, Fun!23, 19, 6, 
533, Jenna, Chase, 3891.33, 5, false, jennachase, Fun!23, 19, 5, 
203, Mark, Lozano, 7687.57, 7, false, marklozano, Fun!23, 26, 7, 
421, Doris, Moore, 10071.01, 8, true, dorismoore, Fun!23, 30, 8, 
889, Jesse, Dunn, 5571.93, 3, true, jessedunn, Fun!23, 15, 3, 
395, Anthony, Sims, 6593.64, 6, true, anthonysims, Fun!23, 21, 6, 
768, Brandy, Wilkerson, 7919.12, 11, false, brandywilkerson, Fun!23, 38, 11, 
589, Jeff, Ray, 7993.69, 4, true, jeffray, Fun!23, 16, 4, 
555, Brittany, Weaver, 6820.76, 10, false, brittanyweaver, Fun!23, 38, 10, 
604, Antonio, Edwards, 2613.56, 5, true, antonioedwards, Fun!23, 19, 5, 
